McReynolds standardok retenciós index értékei 120C-on
10
223
12,2,-3,1,11,0,10,2,5,8
9,5,2,6,11,2,9,2,6,6
10,5,3,7,13,3,11,2,9,7
202,394,253,392,341,277,173,147,289,80
199,351,285,413,336,266,190,153,292,88
202,395,251,395,344,282,179,140,289,80
202,396,251,395,345,283,179,139,289,80
202,392,260,395,353,284,180,142,297,84
206,406,257,398,349,286,177,148,296,85
203,398,267,401,360,290,180,145,303,83
205,397,266,401,361,289,183,144,303,85
203,399,268,402,362,290,181,145,304,83
207,410,262,401,354,289,179,150,301,86
97,550,303,338,402,440,111,60,418,61
214,375,305,446,364,290,190,159,312,79
214,418,278,421,375,301,185,155,316,86
99,569,320,344,388,466,114,61,437,63
223,417,278,427,381,301,198,156,321,95
224,418,279,428,379,302,198,157,321,95
204,381,340,493,367,289,203,120,327,94
228,369,338,492,386,282,226,150,342,117
233,408,317,470,389,309,207,170,337,92
232,421,311,461,424,335,208,156,357,103
234,425,312,462,438,339,210,157,362,103
255,452,299,470,406,321,220,180,348,110
262,461,306,483,419,327,227,183,359,114
259,461,311,482,426,334,227,180,362,112
261,462,313,484,427,334,228,180,364,114
264,465,309,488,423,331,229,184,363,115
262,467,314,488,430,336,229,183,366,113
271,444,330,498,463,346,252,175,396,127
269,446,328,493,481,351,248,176,394,124
280,486,325,512,449,350,244,191,382,122
223,359,468,549,465,338,146,137,469,62
282,459,355,528,457,364,247,193,414,125
282,496,331,517,467,357,247,193,388,45
107,149,153,228,190,107,108,98,174,60
93,210,140,224,162,166,90,65,146,20
92,186,150,236,167,143,92,66,140,25
92,186,150,236,167,143,92,66,140,26
96,188,150,236,172,144,92,68,142,27
79,268,130,222,146,202,82,48,106,16
94,193,154,243,174,149,92,69,147,24
97,194,157,246,174,149,96,69,147,27
119,158,162,243,202,112,119,105,184,69
89,280,143,239,165,211,93,58,211,21
96,254,164,260,179,197,98,64,147,23
133,169,176,258,219,123,133,114,202,74
88,263,158,200,258,201,82,55,180,37
108,309,137,208,207,222,110,57,148,77
112,234,168,261,194,187,102,77,176,27
109,313,144,211,209,225,112,57,150,79
109,314,145,212,209,225,112,57,150,78
61,231,59,98,544,98,50,29,78,33
118,271,158,243,206,177,96,91,177,40
97,266,170,216,268,207,94,66,191,41
123,275,161,249,212,179,101,95,181,45
108,265,175,229,246,202,105,73,196,49
121,284,169,255,217,191,100,95,186,39
160,188,191,283,253,133,152,123,228,99
117,289,172,266,237,180,105,81,192,48
128,294,173,264,226,196,106,98,194,45
136,257,182,285,227,202,130,86,194,52
94,271,163,182,378,234,94,57,216,60
123,295,174,266,227,197,106,99,195,46
108,282,186,235,289,220,106,74,209,48
132,297,180,275,235,201,109,100,199,46
137,278,198,300,235,216,118,104,205,28
131,314,185,277,243,214,110,101,205,46
135,268,202,314,233,214,112,102,207,26
135,254,213,320,235,200,126,101,202,38
136,255,213,320,235,201,126,101,202,38
140,255,209,318,239,198,134,103,202,47
146,257,206,316,245,196,144,104,204,58
178,204,208,305,280,144,169,147,251,113
144,314,187,289,249,211,120,108,212,55
176,227,224,306,283,177,169,135,266,103
135,286,213,324,262,226,119,102,229,29
166,238,221,314,299,175,158,133,257,100
182,233,228,313,293,181,176,136,273,112
151,306,211,320,274,238,129,110,224,36
151,282,227,338,267,217,138,112,225,48
157,292,233,348,272,222,143,117,233,50
141,373,209,341,274,285,126,104,204,31
130,250,320,377,293,235,81,95,295,10
172,327,225,344,326,257,156,109,257,73
152,341,238,329,344,248,140,101,265,64
177,362,227,351,302,252,151,130,256,65
214,571,357,472,489,431,208,142,379,111
272,467,365,539,472,371,243,184,419,124
272,469,366,539,474,371,243,184,419,124
275,472,367,543,489,374,245,186,423,127
298,508,345,540,475,366,261,205,406,133
308,474,399,548,549,373,279,220,469,167
322,536,368,572,510,387,282,221,434,148
321,537,367,573,520,387,281,220,435,148
284,489,406,539,601,378,291,207,502,187
322,540,369,577,512,390,282,222,437,147
322,541,370,575,512,392,283,222,438,149
325,551,375,582,520,399,285,224,443,148
326,508,425,607,561,400,299,213,498,168
308,520,470,669,528,401,302,174,471,156
335,553,449,652,543,446,273,247,521,131
340,580,397,602,627,423,298,228,473,161
345,586,400,610,627,428,301,235,484,163
347,607,418,626,589,449,306,240,493,161
344,570,461,671,569,457,292,251,546,152
381,539,456,646,615,421,337,262,566,197
350,631,428,632,605,472,308,240,503,162
370,571,448,657,611,457,324,242,533,178
372,576,453,655,617,462,325,250,546,177
372,577,455,658,619,463,325,250,548,177
371,579,454,655,633,466,323,248,550,175
369,591,457,661,629,476,325,243,544,177
386,555,472,674,654,437,362,242,562,213
364,619,449,647,671,482,317,245,540,171
377,601,458,663,655,477,328,253,551,177
378,603,460,665,658,479,329,254,554,176
371,639,453,666,641,479,325,255,534,172
380,609,463,668,667,483,331,255,557,179
387,616,471,679,667,489,339,257,567,186
391,597,493,693,661,469,335,261,591,190
336,742,492,639,727,565,310,227,590,196
421,690,581,803,732,548,383,259,644,211
371,826,560,676,854,608,245,141,724,36
470,705,558,788,779,556,393,301,677,215
484,710,585,831,778,566,412,316,713,237
492,733,581,833,791,579,418,321,705,237
453,697,602,816,872,560,419,306,699,260
496,746,590,837,835,594,420,325,718,238
499,751,593,840,860,595,422,323,725,240
502,755,597,849,852,599,427,329,726,243
536,775,636,897,864,622,450,347,783,259
463,942,626,801,893,746,427,269,721,254
526,782,677,920,837,621,444,333,766,237
537,787,643,903,889,633,452,348,795,259
593,857,752,1028,915,672,503,375,853,267
594,857,759,1031,917,680,509,379,854,269
647,919,797,1043,976,713,544,388,917,299
690,991,853,1110,1000,773,557,371,964,279
